Enrollment_ID,Student_ID,Enrollment_Date,Course_Category,Amount_Paid,Payment_Mode,Completion_Rate_%,Total_Learning_Minutes,Certification_Earned,Is_Returning_Student
2742,593948,2021-05-25,Marketing,7951,EMI,93.51,1083,1,0
2743,407257,2022-02-17,Design,7370,Net Banking,61.78,679,0,0
2744,698357,2023-01-10,Programming,15153,Net Banking,44.53,2361,0,1
2745,329189,2023-03-29,Data Analytics,23300,UPI,72.19,2329,0,0
2746,498465,2022-08-11,Marketing,14279,UPI,99.11,1269,1,0
2747,351051,2023-01-05,Design,11483,Net Banking,63.37,2364,0,0
2748,749829,2022-11-20,Programming,20581,EMI,41.2,1273,0,0
2749,813936,2022-04-02,Marketing,11668,EMI,70.05,1922,0,0
2750,611778,2022-12-02,Finance,18486,Net Banking,63.02,1388,0,0
2751,880641,2021-10-29,Design,7734,Debit Card,44.0,393,0,1
2752,371830,2021-02-15,Design,7256,Debit Card,92.49,1573,1,1
2753,605629,2023-06-13,Finance,8072,UPI,77.13,801,1,1
2754,415507,2021-01-17,Design,16799,Net Banking,49.25,1706,0,0
2755,459687,2022-08-01,Data Analytics,10969,Debit Card,95.56,960,1,0
2756,756021,2021-12-26,Design,10942,EMI,74.57,1102,0,1
2757,275915,2021-09-18,Data Analytics,18502,Credit Card,81.35,755,1,0
2758,719961,2021-05-03,Design,8277,Credit Card,75.0,859,1,1
2759,554179,2021-08-19,Programming,20760,Net Banking,98.7,2401,1,0
2760,142828,2022-09-29,Programming,12969,UPI,93.44,2053,1,1
2761,935036,2021-04-22,Marketing,16909,Credit Card,40.99,705,0,1
2762,372670,2023-02-23,Programming,16920,EMI,40.88,381,0,0
2763,955342,2022-08-16,Finance,8488,EMI,69.29,1704,0,0
2764,125592,2021-09-03,Marketing,15850,EMI,58.84,581,0,1
2765,391126,2023-05-09,Programming,19259,Credit Card,72.33,1201,0,0
2766,886639,2022-01-26,Data Analytics,18807,Debit Card,60.3,806,0,0
2767,332041,2022-01-27,Design,16209,EMI,92.69,1615,1,1
2768,450877,2021-11-24,Programming,18323,UPI,50.19,424,0,1
2769,854296,2021-08-03,Data Analytics,10187,Net Banking,43.44,1349,0,0
2770,224982,2023-05-14,Marketing,11210,Net Banking,60.58,625,0,0
2771,356911,2023-01-17,Design,5270,Net Banking,48.35,475,0,0
2772,168619,2022-01-02,Programming,25047,Debit Card,75.49,1434,1,0
2773,784688,2021-03-23,Marketing,15788,Net Banking,68.35,904,0,0
2774,408623,2023-03-17,Programming,20718,Net Banking,82.48,2087,1,0
2775,601643,2023-04-02,Marketing,18571,Credit Card,44.37,1080,0,0
2776,251175,2021-03-17,Programming,25749,Debit Card,85.26,1926,1,0
2777,270963,2022-06-11,Data Analytics,18723,Debit Card,56.59,962,0,0
2778,241826,2023-01-02,Finance,15194,Credit Card,80.29,559,1,1
2779,855343,2022-05-18,Data Analytics,8783,UPI,57.46,1827,0,1
2780,967869,2023-01-12,Design,15403,Net Banking,90.03,1871,1,1
2781,198540,2022-04-24,Programming,29867,UPI,90.05,1385,1,1
2782,959414,2022-01-07,Finance,14138,Credit Card,58.38,858,0,0
2783,727035,2021-09-22,Finance,16224,Credit Card,94.57,1215,1,0
2784,286994,2021-09-21,Design,12159,Credit Card,59.26,2313,0,1
2785,410375,2021-04-20,Design,10485,Credit Card,93.74,967,1,1
2786,129301,2021-11-03,Finance,17251,EMI,51.59,745,0,1
2787,322724,2021-07-19,Design,17361,Credit Card,57.27,1992,0,0
2788,614003,2021-08-14,Design,5237,UPI,93.05,2313,1,0
2789,293783,2021-07-04,Programming,21075,Credit Card,44.85,1423,0,1
2790,796683,2021-01-31,Data Analytics,18177,UPI,82.11,2476,1,1
2791,118752,2022-09-06,Marketing,13058,Credit Card,80.92,1451,1,0
2792,837565,2023-02-10,Finance,21569,Credit Card,98.33,690,1,0
2793,984884,2021-04-09,Marketing,7462,EMI,98.34,1723,1,0
2794,768755,2021-12-05,Finance,21068,Credit Card,68.83,1910,0,0
2795,317029,2023-03-22,Finance,20792,Net Banking,79.5,1482,1,0
2796,156273,2023-03-08,Data Analytics,17413,EMI,49.35,234,0,0
2797,358503,2021-09-23,Finance,20427,EMI,53.56,1682,0,0
2798,716166,2022-10-14,Finance,8666,Net Banking,73.51,2155,0,0
2799,891327,2023-03-25,Data Analytics,19628,EMI,54.26,444,0,1
2800,219968,2023-03-09,Design,11296,Credit Card,53.01,2225,0,0
2801,477844,2021-12-16,Marketing,7656,Net Banking,41.37,351,0,1
2802,700847,2022-12-29,Finance,8131,Credit Card,44.4,1038,0,0
2803,110699,2022-06-28,Data Analytics,8810,EMI,82.69,348,1,1
2804,296133,2022-04-02,Finance,7055,Debit Card,40.86,395,0,1
2805,634003,2023-03-26,Data Analytics,11279,Net Banking,93.75,926,1,1
2806,119169,2021-03-29,Marketing,7533,UPI,44.72,2386,0,1
2807,618652,2021-03-04,Programming,13011,EMI,49.39,1726,0,0
2808,218413,2022-01-22,Design,5933,Debit Card,60.42,1111,0,1
2809,743552,2023-03-02,Programming,26046,EMI,83.6,1430,1,0
2810,367926,2022-04-04,Data Analytics,22635,Credit Card,82.04,1919,1,1
2811,843537,2022-08-09,Finance,10023,Credit Card,54.79,1288,0,0
2812,622988,2023-03-29,Design,15869,Credit Card,59.62,1031,0,0
2813,224481,2022-09-28,Marketing,11967,Debit Card,89.27,2286,1,1
2814,315400,2021-09-26,Design,13335,Credit Card,69.81,1215,0,1
2815,659873,2023-06-13,Finance,14907,EMI,67.49,597,0,0
2816,917114,2023-03-08,Programming,21516,EMI,78.01,1410,1,1
2817,278936,2022-09-25,Data Analytics,23624,EMI,67.41,1301,0,0
2818,492136,2021-12-12,Programming,15609,Net Banking,66.04,1338,0,0
2819,970848,2022-12-25,Design,11280,EMI,87.92,1958,1,1
2820,548330,2022-10-22,Finance,15431,Credit Card,95.89,1889,1,0
2821,489954,2021-03-19,Data Analytics,10004,Net Banking,72.96,2492,0,0
2822,138067,2021-12-31,Finance,18961,Net Banking,57.36,1910,0,1
2823,798045,2021-01-14,Finance,13592,Net Banking,96.98,1153,1,0
2824,877622,2021-05-16,Design,10434,Net Banking,82.12,587,1,0
2825,118073,2021-10-31,Programming,13246,Debit Card,79.26,2234,1,0
2826,136035,2022-02-01,Finance,10396,EMI,76.4,2084,1,1
2827,296049,2023-03-03,Finance,14570,Debit Card,84.42,669,1,1
2828,333782,2021-03-20,Finance,15994,UPI,86.54,1370,1,1
2829,714661,2023-01-25,Data Analytics,16544,Debit Card,87.47,1959,1,1
2830,969794,2022-12-06,Finance,8974,Net Banking,98.55,389,1,0
2831,714805,2022-02-22,Finance,16325,EMI,64.67,1893,0,0
2832,689738,2021-08-30,Design,9561,EMI,54.56,1901,0,0
2833,634670,2021-02-20,Finance,8063,Credit Card,63.65,529,0,1
2834,826331,2023-01-14,Finance,21989,Debit Card,86.01,951,1,0
2835,557828,2023-02-10,Design,6395,EMI,72.44,983,0,1
2836,845715,2022-01-19,Data Analytics,8052,UPI,91.88,2406,1,0
2837,161929,2022-01-10,Programming,28535,UPI,54.17,2413,0,0
2838,857771,2022-12-31,Design,10864,Debit Card,84.22,1768,1,0
2839,852878,2021-07-25,Data Analytics,10786,Credit Card,54.96,1776,0,1
2840,985296,2023-04-06,Programming,23675,UPI,87.95,1036,1,0
2841,767689,2022-05-04,Finance,8144,Credit Card,66.29,2314,0,1
2842,880965,2022-01-16,Design,7112,Debit Card,99.36,2355,1,1
2843,387313,2023-05-31,Finance,20751,EMI,80.12,447,1,0
2844,187468,2021-11-07,Design,5295,Credit Card,84.5,749,1,0
2845,134594,2022-01-10,Programming,23540,UPI,42.56,2328,0,0
2846,291703,2022-09-24,Data Analytics,12742,Credit Card,82.18,811,1,0
2847,145033,2022-08-15,Design,6580,EMI,65.13,2288,0,0
2848,687421,2021-02-11,Data Analytics,14278,EMI,59.39,2253,0,1
2849,173861,2022-06-17,Finance,9425,UPI,87.71,2412,1,0
2850,807650,2022-06-06,Finance,15147,Credit Card,53.72,1705,0,1
2851,393894,2023-04-05,Programming,16219,Credit Card,50.91,248,0,1
2852,664749,2021-06-02,Programming,16011,Net Banking,61.32,1409,0,0
2853,567016,2021-11-08,Marketing,8627,UPI,77.76,1775,1,0
2854,178222,2021-10-21,Marketing,10805,Credit Card,55.44,1258,0,0
2855,736308,2022-08-21,Programming,25365,Debit Card,73.52,2171,0,0
2856,910658,2021-04-23,Finance,19354,Net Banking,63.09,655,0,1
2857,893153,2022-12-02,Data Analytics,22199,UPI,63.8,1674,0,0
2858,644897,2021-04-22,Programming,17701,EMI,52.19,1722,0,0
2859,754801,2021-06-24,Data Analytics,15935,UPI,59.33,2462,0,0
2860,303981,2023-04-02,Marketing,7891,Debit Card,56.43,2316,0,0
2861,204211,2021-10-29,Data Analytics,14920,Debit Card,54.61,754,0,1
2862,286321,2022-05-31,Programming,23261,EMI,44.85,991,0,1
2863,542111,2023-01-04,Finance,8999,EMI,65.98,1011,0,0
2864,587689,2021-08-09,Programming,10970,EMI,54.68,1618,0,0
2865,960952,2021-06-20,Design,6551,Net Banking,97.66,519,1,1
2866,556956,2021-11-14,Design,8851,Debit Card,76.1,2408,1,1
2867,950741,2021-08-01,Design,5101,EMI,67.72,1503,0,1
2868,129984,2021-09-10,Finance,15083,Debit Card,60.28,1825,0,1
2869,743235,2021-05-04,Programming,26844,Net Banking,67.65,1185,0,0
2870,829182,2022-10-02,Design,16038,Net Banking,60.49,904,0,0
2871,105901,2021-08-01,Programming,20284,Debit Card,91.41,787,1,0
2872,262624,2022-09-16,Marketing,16626,EMI,55.35,891,0,1
2873,322317,2021-03-26,Design,5532,UPI,56.8,1821,0,0
2874,393199,2022-05-31,Design,5091,Credit Card,82.58,689,1,1
2875,793045,2021-03-06,Finance,8819,Debit Card,94.06,1568,1,0
2876,245788,2021-11-14,Programming,26540,Net Banking,80.81,1737,1,1
2877,738387,2021-12-12,Finance,11934,EMI,45.08,719,0,0
2878,635426,2022-09-24,Finance,15696,Credit Card,93.94,502,1,0
2879,790658,2021-08-31,Programming,13936,Debit Card,86.16,1930,1,0
2880,123429,2023-06-17,Marketing,10782,UPI,54.38,1207,0,1
2881,674488,2021-05-17,Programming,15868,UPI,43.76,295,0,0
2882,302380,2021-09-04,Marketing,16387,Net Banking,83.05,2060,1,0
2883,541460,2022-03-17,Finance,16125,Net Banking,54.07,260,0,0
2884,872577,2021-02-14,Marketing,15447,Net Banking,71.43,1224,0,0
2885,345127,2022-10-20,Marketing,6883,Debit Card,45.37,436,0,0
2886,987700,2023-05-30,Marketing,17428,UPI,74.09,2011,0,0
2887,860801,2022-11-19,Design,17601,UPI,41.29,1479,0,0
2888,117347,2022-07-08,Design,7704,Net Banking,72.04,649,0,0
2889,772280,2023-03-20,Finance,13441,Net Banking,90.02,1197,1,0
2890,656110,2021-03-30,Programming,29443,EMI,74.84,671,0,0
2891,664396,2022-12-31,Marketing,10318,UPI,93.08,1839,1,0
2892,582315,2021-08-16,Design,17703,Net Banking,72.93,1941,0,0
2893,107967,2023-03-21,Programming,27493,Net Banking,81.25,1775,1,1
2894,997151,2021-10-18,Marketing,18911,Net Banking,61.98,1252,0,1
2895,636159,2022-02-26,Programming,19838,EMI,57.81,1003,0,0
2896,325371,2021-03-08,Data Analytics,20692,UPI,60.15,1488,0,1
2897,308524,2021-09-08,Marketing,13072,UPI,46.17,1781,0,1
2898,829630,2021-02-10,Programming,25773,UPI,55.26,1163,0,0
2899,264685,2021-04-09,Marketing,7648,EMI,63.22,1827,0,0
2900,652467,2021-11-02,Marketing,14957,Debit Card,60.49,2319,0,0
2901,351537,2023-05-22,Data Analytics,16539,EMI,69.74,2360,0,0
2902,807548,2023-05-04,Programming,20765,Credit Card,69.3,418,0,1
2903,941531,2022-04-01,Finance,16537,EMI,84.12,208,1,0
2904,659550,2022-08-14,Design,16197,Credit Card,63.74,429,0,1
2905,964645,2021-10-28,Marketing,16756,Net Banking,80.63,1155,1,0
2906,479551,2021-07-18,Marketing,12015,Credit Card,93.44,2031,1,1
2907,571082,2022-10-21,Marketing,14521,EMI,67.35,268,0,0
2908,972701,2022-05-03,Marketing,17726,Debit Card,73.21,1634,0,1
2909,160545,2021-04-16,Design,8793,UPI,80.63,2159,1,1
2910,334555,2022-02-05,Finance,13064,EMI,69.65,432,0,1
2911,323894,2022-12-06,Data Analytics,22427,UPI,49.79,2054,0,1
2912,827506,2022-04-22,Finance,8245,Credit Card,57.61,1343,0,0
2913,402066,2021-05-02,Design,7237,Net Banking,41.69,1216,0,0
2914,667201,2021-03-18,Programming,28003,Net Banking,81.02,1259,1,0
2915,459177,2021-11-08,Data Analytics,23105,EMI,56.77,1851,0,1
2916,466936,2021-04-22,Data Analytics,20376,Credit Card,89.42,1930,1,0
2917,350497,2023-05-11,Programming,25746,Credit Card,79.35,287,1,0
2918,543057,2023-03-20,Marketing,17634,UPI,84.17,1070,1,1
2919,801692,2022-11-13,Design,5331,Credit Card,92.95,2197,1,0
2920,585278,2022-06-02,Programming,21995,Debit Card,65.54,287,0,0
2921,256104,2021-07-16,Finance,14593,Net Banking,51.32,1825,0,1
2922,793206,2021-04-08,Finance,13987,Debit Card,96.13,1606,1,1
2923,814834,2022-04-04,Programming,22766,Debit Card,99.75,2011,1,0
2924,144936,2023-04-21,Design,5421,UPI,53.08,1971,0,1
2925,785154,2021-08-18,Data Analytics,16954,Credit Card,84.46,1535,1,0
2926,816948,2021-06-17,Data Analytics,8248,UPI,44.34,1333,0,0
2927,302056,2023-03-20,Marketing,12324,Net Banking,41.65,560,0,0
2928,325469,2023-02-16,Design,16738,UPI,80.51,2139,1,1
2929,128141,2021-01-08,Finance,7482,Debit Card,55.31,1410,0,1
2930,237478,2021-06-21,Finance,12503,UPI,92.07,2435,1,0
2931,197359,2021-12-26,Marketing,17667,Credit Card,70.78,2267,0,1
2932,254363,2021-07-14,Finance,19050,UPI,86.92,1944,1,0
2933,665856,2021-09-26,Marketing,17424,Credit Card,46.21,2091,0,1
2934,721827,2021-01-19,Marketing,16487,Debit Card,92.47,594,1,0
2935,671139,2021-12-20,Programming,29798,Credit Card,51.4,1704,0,1
2936,593158,2023-05-14,Data Analytics,20818,Credit Card,74.09,1236,0,0
2937,679111,2021-02-18,Design,17283,Credit Card,76.58,2317,1,1
2938,123312,2022-04-09,Design,17019,Credit Card,43.96,1584,0,0
2939,527387,2021-12-22,Data Analytics,18139,Net Banking,98.65,559,1,0
2940,534995,2023-04-30,Design,8861,EMI,58.13,822,0,1
2941,824188,2021-06-07,Finance,13706,Net Banking,82.85,1885,1,1
2942,600531,2021-03-07,Finance,16559,UPI,77.9,298,1,1
2943,985155,2023-05-09,Design,13314,Net Banking,41.99,288,0,0
2944,898843,2022-07-25,Programming,26133,Net Banking,91.74,1820,1,0
2945,596037,2023-04-01,Design,17606,Credit Card,58.27,1061,0,1
2946,349062,2021-11-04,Marketing,7597,UPI,54.94,1944,0,0
2947,943441,2021-12-03,Marketing,14777,UPI,43.51,284,0,1
2948,508638,2022-11-02,Data Analytics,14388,Debit Card,55.02,1558,0,0
2949,535684,2023-02-22,Finance,15735,Credit Card,77.2,661,1,1
2950,656659,2021-05-01,Programming,14576,Net Banking,52.05,1999,0,0
2951,157022,2023-02-05,Design,7200,Debit Card,67.99,2112,0,1
2952,433373,2022-02-08,Marketing,8703,Debit Card,87.98,773,1,1
2953,199071,2023-02-12,Finance,15206,Net Banking,97.31,1288,1,1
2954,282268,2022-10-09,Finance,16658,UPI,82.03,2329,1,1
2955,458918,2023-02-25,Programming,27998,Credit Card,51.74,2270,0,0
2956,589626,2022-07-22,Programming,10478,Credit Card,62.99,1033,0,1
2957,388859,2023-04-23,Programming,18574,Net Banking,73.24,955,0,1
2958,914037,2021-04-06,Programming,19250,Credit Card,92.28,397,1,1
2959,724141,2021-04-24,Marketing,10918,EMI,72.86,795,0,1
2960,655462,2023-05-19,Programming,11274,Debit Card,69.48,2445,0,0
2961,597660,2022-03-05,Finance,9161,Debit Card,55.58,1100,0,1
2962,176373,2022-06-24,Finance,10608,EMI,69.98,1816,0,1
2963,955684,2023-03-29,Design,5603,Credit Card,59.12,1555,0,0
2964,293021,2021-01-02,Finance,11043,UPI,73.87,551,0,1
2965,293718,2021-07-31,Finance,14254,EMI,88.52,694,1,0
2966,694305,2022-08-03,Marketing,18880,EMI,96.74,719,1,0
2967,163037,2022-10-02,Finance,20561,Debit Card,88.58,1450,1,0
2968,714106,2021-11-29,Data Analytics,19784,UPI,89.7,2366,1,1
2969,630836,2021-01-24,Finance,16196,UPI,61.48,2423,0,0
2970,741269,2023-02-04,Design,11754,Credit Card,81.73,1375,1,0
2971,334213,2022-01-03,Design,16320,UPI,63.29,1267,0,0
2972,304366,2023-01-12,Programming,28518,Credit Card,41.45,2093,0,0
2973,602420,2022-05-21,Marketing,16003,Net Banking,93.07,1915,1,1
2974,254249,2021-06-25,Design,5814,EMI,43.14,1826,0,0
2975,386166,2022-03-05,Data Analytics,16723,EMI,46.93,961,0,1
2976,730585,2023-06-06,Data Analytics,8758,Credit Card,41.1,2257,0,0
2977,760902,2023-01-03,Programming,25389,Credit Card,44.04,2230,0,0
2978,322084,2022-03-18,Marketing,14776,Credit Card,43.54,453,0,0
2979,589536,2022-07-02,Marketing,18906,EMI,80.64,694,1,1
2980,160428,2022-05-29,Finance,10676,Credit Card,91.21,720,1,0
2981,778100,2023-06-14,Data Analytics,21084,EMI,87.8,1806,1,0
2982,421497,2021-12-27,Data Analytics,10266,EMI,77.58,1576,1,1
2983,737420,2021-10-01,Data Analytics,10414,Debit Card,87.16,2207,1,0
2984,287604,2021-06-26,Data Analytics,21176,Debit Card,67.39,871,0,0
2985,640340,2021-09-21,Design,5560,Net Banking,94.38,1913,1,0
2986,200689,2021-07-05,Marketing,10459,Net Banking,67.59,802,0,0
2987,802436,2022-06-11,Finance,16605,UPI,41.69,221,0,0
2988,546636,2021-10-06,Design,6318,Credit Card,82.15,519,1,0
2989,756031,2022-12-07,Marketing,8552,EMI,89.84,689,1,1
2990,362307,2021-07-17,Programming,14418,UPI,53.47,350,0,1
2991,403568,2021-12-15,Data Analytics,21595,Debit Card,59.07,773,0,1
2992,602754,2022-02-25,Finance,9860,EMI,81.7,478,1,0
2993,563547,2021-11-01,Marketing,12720,UPI,74.43,326,0,0
2994,503850,2021-03-05,Programming,10077,Debit Card,93.4,1300,1,0
2995,235870,2021-10-17,Data Analytics,10526,Net Banking,68.66,1935,0,0
2996,384564,2021-01-18,Programming,24901,Credit Card,80.35,2316,1,0
2997,610259,2021-03-05,Programming,9721,Credit Card,56.3,1235,0,1
2998,744863,2023-05-24,Design,14436,UPI,95.77,756,1,1
2999,882518,2021-11-26,Programming,14801,Debit Card,62.19,2235,0,1
3000,391444,2023-05-20,Design,11053,UPI,72.37,2335,0,0
3001,976313,2023-02-02,Design,6345,Debit Card,76.99,610,1,0
3002,110749,2021-01-17,Programming,9745,Debit Card,55.26,2075,0,0
3003,728419,2022-03-19,Marketing,19326,Credit Card,59.0,1120,0,1
3004,780481,2021-05-21,Programming,17124,Net Banking,70.15,990,0,1
3005,399631,2021-11-04,Programming,14599,Net Banking,56.25,904,0,0
3006,325019,2022-03-20,Marketing,6877,EMI,47.81,1895,0,0
3007,526577,2022-05-11,Data Analytics,12813,Debit Card,90.2,1122,1,0
3008,907655,2022-03-02,Finance,16239,Credit Card,59.48,1371,0,1
3009,697218,2022-04-20,Data Analytics,18616,Debit Card,64.96,435,0,0
3010,769416,2023-04-12,Programming,16764,EMI,72.83,509,0,0
3011,390524,2021-09-02,Data Analytics,15309,Credit Card,90.55,2450,1,0
3012,912467,2022-03-26,Finance,17891,Debit Card,48.42,456,0,0
3013,917052,2023-03-13,Data Analytics,17654,Net Banking,77.56,2220,1,1
3014,356553,2021-12-17,Finance,8347,Net Banking,61.06,912,0,0
3015,548532,2022-08-22,Data Analytics,9364,EMI,92.17,1172,1,0
3016,819401,2022-12-12,Design,14423,Net Banking,79.67,1333,1,0
3017,479504,2023-05-20,Programming,23289,Debit Card,48.71,1844,0,0
3018,153352,2021-06-10,Finance,11261,EMI,57.82,731,0,1
3019,524127,2021-05-20,Programming,13082,UPI,42.17,830,0,0
3020,263856,2022-05-08,Design,6579,EMI,86.23,571,1,0
3021,103191,2022-08-11,Data Analytics,11419,Net Banking,64.77,2212,0,1
3022,976968,2022-06-15,Programming,27401,Credit Card,42.92,426,0,0
3023,728864,2022-01-28,Data Analytics,11037,EMI,40.81,1603,0,1
3024,295713,2023-04-22,Data Analytics,22501,Debit Card,97.33,1295,1,0
3025,542939,2022-02-05,Programming,26145,EMI,91.14,668,1,0
3026,103631,2021-02-19,Finance,20397,Net Banking,60.07,1329,0,0
3027,237244,2023-01-14,Finance,19164,EMI,71.0,927,0,0
3028,404224,2021-10-22,Programming,24180,Debit Card,74.55,1338,0,0
3029,320169,2022-03-01,Finance,19838,Debit Card,70.92,1644,0,0
3030,714641,2021-01-12,Marketing,6598,Net Banking,58.48,2256,0,1
3031,513497,2021-12-01,Data Analytics,11743,Debit Card,63.43,2365,0,0
3032,652959,2021-01-15,Programming,17608,Net Banking,50.87,302,0,1
3033,747099,2021-01-28,Design,16625,EMI,41.99,1670,0,1
3034,806791,2022-01-23,Programming,28801,EMI,49.28,950,0,0
3035,321972,2021-10-19,Programming,24505,UPI,40.78,273,0,0
3036,877499,2023-06-06,Data Analytics,22027,Net Banking,65.98,1405,0,0
3037,489878,2023-04-13,Design,11210,Credit Card,79.65,698,1,0
3038,848321,2021-09-07,Data Analytics,9082,Net Banking,50.86,249,0,1
3039,608679,2022-05-20,Finance,20294,EMI,72.03,657,0,0
3040,521818,2021-04-08,Programming,9587,EMI,59.5,2488,0,0
3041,844149,2023-03-26,Data Analytics,18999,Debit Card,47.2,1925,0,1
3042,937831,2021-12-03,Marketing,13183,UPI,47.66,467,0,1
3043,778832,2021-02-08,Programming,12658,Credit Card,77.09,755,1,0
3044,804590,2021-02-07,Finance,21200,UPI,47.06,1273,0,0
3045,107099,2021-10-27,Data Analytics,18415,Net Banking,73.2,1498,0,0
3046,873974,2021-06-28,Data Analytics,20609,Net Banking,51.44,2476,0,0
3047,518647,2022-09-01,Marketing,11580,EMI,91.97,2376,1,0
3048,680780,2023-06-11,Finance,17375,Debit Card,43.0,2149,0,1
3049,196722,2022-04-14,Marketing,11913,Credit Card,63.23,1885,0,0
3050,654399,2021-10-09,Programming,19213,Debit Card,85.69,1131,1,1
3051,163936,2023-01-20,Design,10026,Credit Card,84.95,614,1,0
3052,777974,2021-06-13,Data Analytics,18561,UPI,48.69,2005,0,0
3053,323332,2022-03-29,Marketing,15551,EMI,51.8,368,0,0
3054,825836,2021-04-07,Data Analytics,8170,Debit Card,72.78,1078,0,0
3055,873319,2023-02-08,Data Analytics,13019,Net Banking,81.06,1451,1,1
3056,423064,2021-11-05,Marketing,10224,EMI,85.14,2320,1,0
3057,587510,2021-09-19,Data Analytics,21729,Credit Card,77.23,573,1,0
3058,163530,2021-10-20,Finance,19684,EMI,86.99,644,1,0
3059,529440,2023-02-09,Finance,9108,Net Banking,66.39,1155,0,1
3060,369932,2021-09-06,Design,14850,Net Banking,73.64,1867,0,1
3061,652370,2021-09-02,Finance,16987,Credit Card,65.99,1857,0,1
3062,713858,2021-09-08,Marketing,12616,EMI,85.66,733,1,0
3063,725303,2021-05-03,Finance,9785,Debit Card,50.49,1214,0,0
3064,832176,2021-11-21,Design,5396,EMI,55.14,1670,0,0
3065,970020,2022-11-12,Programming,17031,Net Banking,90.21,1148,1,1
3066,247603,2022-05-16,Programming,28388,Credit Card,82.86,1583,1,1
3067,974772,2022-11-18,Marketing,17961,UPI,84.11,2321,1,0
3068,718727,2023-02-20,Design,12764,UPI,45.95,2219,0,0
3069,241214,2022-12-17,Finance,18481,EMI,69.06,1350,0,0
3070,739341,2023-04-17,Design,13846,Net Banking,73.86,1445,0,0
3071,672643,2021-03-07,Data Analytics,15644,EMI,86.8,1808,1,0
3072,503082,2023-04-07,Design,15068,Credit Card,65.33,680,0,1
3073,301139,2023-04-16,Finance,15459,Debit Card,72.44,2078,0,0
3074,858994,2021-02-28,Marketing,7092,UPI,54.3,1373,0,1
3075,749714,2023-01-01,Data Analytics,17660,EMI,89.93,1380,1,0
3076,688315,2022-05-13,Design,14513,Net Banking,94.83,2312,1,1
3077,551122,2022-01-08,Programming,26881,UPI,67.85,2269,0,1
3078,259210,2021-09-23,Finance,14327,UPI,66.23,1301,0,1
3079,192601,2022-10-15,Marketing,10993,Debit Card,59.7,1977,0,0
3080,129956,2021-08-24,Finance,10079,EMI,56.01,1227,0,1
3081,338340,2023-06-17,Design,14946,Debit Card,73.2,655,0,1
3082,729085,2021-08-06,Marketing,15700,Net Banking,50.13,1808,0,0
3083,569511,2022-06-11,Programming,18013,Net Banking,75.36,1448,1,0
3084,760799,2023-03-25,Data Analytics,20167,EMI,73.68,845,0,1
3085,928965,2022-03-17,Design,7135,UPI,81.64,1118,1,1
3086,521486,2022-10-12,Marketing,7164,Credit Card,53.54,1213,0,0
3087,703103,2022-02-10,Data Analytics,21654,Debit Card,82.12,1707,1,0
3088,139279,2023-01-14,Marketing,6686,UPI,41.02,1691,0,0
3089,471931,2022-08-24,Design,14166,Net Banking,72.07,2049,0,0
3090,248702,2022-08-12,Marketing,17479,Net Banking,90.64,232,1,1
3091,161063,2022-10-10,Programming,17697,UPI,83.67,644,1,0
3092,873887,2022-04-14,Marketing,7770,UPI,91.05,1880,1,0
3093,354311,2021-04-20,Design,5073,Net Banking,48.9,1292,0,0
3094,752184,2021-12-19,Marketing,10901,Debit Card,83.13,320,1,1
3095,790504,2023-03-24,Data Analytics,24964,Debit Card,68.14,884,0,1
3096,545377,2021-04-01,Data Analytics,20199,UPI,59.39,1547,0,0
3097,589934,2023-06-01,Finance,7896,EMI,61.35,2113,0,1
3098,619089,2022-02-18,Finance,9433,Net Banking,46.12,1826,0,1
3099,846434,2022-12-03,Programming,12952,Credit Card,81.82,898,1,0
3100,308432,2021-03-14,Data Analytics,15452,Net Banking,77.91,1003,1,0
3101,282051,2022-11-16,Finance,9169,Debit Card,49.16,1737,0,0
3102,197661,2022-07-01,Marketing,14924,Debit Card,72.65,338,0,0
3103,797960,2022-12-23,Programming,26848,Credit Card,47.78,1150,0,0
3104,552776,2021-10-25,Design,5822,Debit Card,58.8,2276,0,1
3105,571256,2022-10-07,Finance,15648,Credit Card,42.65,953,0,1
3106,223257,2021-10-10,Finance,17403,Debit Card,77.26,1838,1,0
3107,972637,2022-05-20,Data Analytics,19526,Credit Card,40.75,308,0,0
3108,369054,2021-07-17,Programming,11139,EMI,55.64,449,0,0
3109,933289,2021-02-01,Data Analytics,18575,Net Banking,56.0,1244,0,0
3110,659252,2022-10-10,Data Analytics,23270,Debit Card,84.9,2409,1,0
3111,518443,2023-01-30,Programming,17505,UPI,67.04,241,0,0
3112,903585,2023-05-21,Marketing,8649,Credit Card,74.39,266,0,0
3113,421909,2021-12-07,Finance,17081,Credit Card,54.95,255,0,0
3114,854444,2022-10-20,Data Analytics,15053,Credit Card,72.86,2177,0,0
3115,732500,2021-11-30,Finance,8489,Debit Card,48.95,2250,0,0
3116,663359,2021-05-23,Programming,10664,Net Banking,99.54,1701,1,1
3117,212990,2023-01-16,Marketing,16800,UPI,71.02,1527,0,0
3118,169519,2022-02-14,Design,7532,Credit Card,92.76,336,1,0
3119,109503,2021-02-13,Marketing,6655,Credit Card,46.34,1588,0,0
3120,291775,2021-02-01,Programming,12718,Credit Card,75.43,2461,1,0
3121,719745,2023-01-13,Marketing,9982,Credit Card,80.26,2209,1,0
3122,813226,2021-01-28,Design,7674,UPI,87.34,250,1,0
